"","SortID","InstanceID","sms_dataid","sms_id","treatment","surveygroup","panel","sarajevocity","sarajevosurvey","panelcity","allwave","nationwave","panelwave","wave3","entity","rs","federation","region","type","urban","rural","municipality","municipality2","municipality3","centar","novigrad","novosarajevo","starigrad","sarajevocanton","panelcitycanton","tuzla","banjaluka","ethnicity","Bosniak","Croat","Serb","Bosnian","other","bosniakfavorable","croatfavorable","serbfavorable","ethnocentric","Men","age","Education","unemployed","religious","voteeu","heardofpride","prideknowledge","supportpride","rightspride","rightsnopride","rightsyesnopride","metgay","closetogay","gayrights","knewvictim","alphaclosecontact","GayActivistTreatment","HomophobeTreatment","AttendPride","ProtestPride","dgbias","magdgbias","dgprogay","dgantigay","municipalitystr","municipalcode","hadzic_merge","ethnic_vote_share","casualty","log_casualty","hhi_sb","hhi_cb","hhi_sc","pop_density","log_pop_density","refugees","cem_strata","cem_matched","cem_weights"
"60",60,462401,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,70,70,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,0,22,6,0,2,1,1,3,1,0,0,NA,2,0,1,1,1,1,0,0,9,1,1000,0,1000,"Kotor Varos",70,3,97.3320159912109,2.75689911842346,1.0141065120697,0.345912724733353,0.295663326978683,0.341999262571335,65.8089294433594,4.18675565719604,7.6140341758728,1,1,1
"61",61,457079,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,28,9,0,2,0,1,2,2,0,0,NA,2,0,0,2,1,1,1,0,0,1,1000,0,1000,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,10,1,1
"62",62,449098,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,2,0,2,2,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,NA,3,1,1,22,6,1,3,1,1,1,1,0,0,NA,1,0,0,NA,0.333333343267441,0,1,0,10,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,2,1,1
"63",63,465665,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,65,65,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,73,5,0,1,1,1,4,1,0,0,NA,1,0,0,1,0.5,1,0,0,0,1,1000,0,1000,"Jajce",65,3,83.7046432495117,1.58197617530823,0.458674788475037,0.321735680103302,0.369555503129959,0.2950838804245,113.654037475586,4.73315906524658,8.28982162475586,24,1,1
"64",64,456557,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,10,10,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,1,1,1,0,1,79,2,0,1,1,1,4,1,0,1,0,1,0,7,1,2.25,0,0,0,10,1,1000,0,1000,"Bosanska Gradiska (Gradiska)",10,3,94.6784820556641,1.00710308551788,0.00707797007635236,0.494210481643677,0.227531030774117,0.549107372760773,78.7060394287109,4.36571979522705,9.47243785858154,3,1,1
"65",65,459473,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,1,1,1,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,1,1,1,39,5,0,2,0,1,NA,NA,NA,NA,NA,1,0,NA,1,0.666666686534882,1,0,0,0,0,0,500,500,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,13,1,1
"66",66,460285,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,4,0,1,20,6,0,3,0,1,4,3,1,0,1,NA,NA,10,4,7,0,0,6,3,0,0,500,500,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,1,1,1
"67",67,459247,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,45,5,0,3,1,0,1,1,NA,NA,NA,1,NA,NA,1,1,0,0,0,0,0,-200,600,400,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,15,1,1
"68",68,465455,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,2,0,2,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,31,5,0,2,1,0,1,NA,NA,NA,NA,1,NA,NA,1,1,0,0,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,12,1,1
"69",69,450703,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,NA,NA,1,0,64,2,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,0,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,21,1,1
"70",70,450666,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,5,5,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,0,62,NA,0,3,1,1,4,2,NA,NA,NA,2,NA,NA,2,2,0,0,NA,NA,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1
"71",71,460544,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,2,0,2,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,3,0,0,85,2,0,3,1,0,NA,1,0,0,NA,NA,NA,0,1,0.5,0,1,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,6,1,1
"72",72,463862,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,2,0,2,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,1,1,1,0,0,48,6,0,2,1,0,2,NA,NA,NA,NA,1,NA,10,1,4,0,1,0,0,0,0,500,500,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,16,1,1
"73",73,454223,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,2,0,2,105,105,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,NA,1,1,0,63,1,0,3,0,0,1,NA,NA,NA,NA,1,NA,0,NA,0.5,0,1,0,0,1,1000,0,1000,"Srebrenica",105,3,90.7218475341797,20.8558330535889,3.03763365745544,0.630288600921631,0.750943779945374,0.225749894976616,68.791748046875,4.23108386993408,4.67463064193726,22,1,1
"74",74,450614,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,5,5,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,30,9,0,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1
"75",75,445543,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,50,50,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,NA,NA,NA,0,0,62,1,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,NA,NA,1,1000,0,1000,"Tuzla",50,3,51.9989204406738,1.02493584156036,0.0246299766004086,0.397412896156311,0.39727771282196,0.154497846961021,434.382843017578,6.07392644882202,1.2543877363205,21,1,1
"76",76,460027,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,1,67,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,500,500,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,21,1,1
"77",77,448494,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,109,109,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,NA,NA,1,1,72,3,0,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1000,0,1000,"Bugojno",109,3,62.9835014343262,1.69549357891083,0.527973890304565,0.348202139139175,0.384996086359024,0.286800265312195,129.886428833008,4.86666059494019,5.85211896896362,24,1,1
"78",78,450531,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,43,9,0,3,1,1,2,NA,NA,NA,NA,1,NA,NA,1,1,0,0,NA,NA,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1
"79",79,452479,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,136,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,1,2,3,1,1,80,8,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,10,1,1000,0,1000,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,3,1,1
"80",80,463709,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,7,1,1,1,131,131,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,4,4,1,0,79,3,0,3,1,0,1,NA,NA,NA,NA,1,NA,NA,1,1,0,0,NA,NA,0,0,500,500,"Ilidza",131,3,67.4692840576172,2.42724871635437,0.88675844669342,0.402633100748062,0.368785381317139,0.310633391141891,401.994079589844,5.99643754959106,3.7137348651886,3,1,1
"81",81,450820,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,5,5,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,60,NA,0,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,1
"82",82,463702,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,7,1,1,1,131,131,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,3,3,1,0,76,3,0,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,2,1.5,0,0,NA,NA,1,1000,0,1000,"Ilidza",131,3,67.4692840576172,2.42724871635437,0.88675844669342,0.402633100748062,0.368785381317139,0.310633391141891,401.994079589844,5.99643754959106,3.7137348651886,3,1,1
"83",83,465606,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,1,1,1,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,2,0,1,60,9,0,2,0,1,1,NA,NA,NA,NA,1,NA,0,1,0.666666686534882,1,0,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,19,1,1
"84",84,458240,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,127,127,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,65,1,0,3,0,1,1,1,NA,NA,NA,1,NA,NA,1,1,0,0,NA,0,1,1000,0,1000,"Konjic",127,3,68.7330093383789,2.26081418991089,0.815724968910217,0.457515567541122,0.451386034488678,0.221675157546997,40.2920112609863,3.69615316390991,1.9143990278244,21,1,1
"85",85,450743,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,58,8,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,500,500,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,19,1,1
"86",86,446186,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,91,91,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,3,NA,1,0,74,9,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1000,0,1000,"Travnik",91,3,79.9100952148438,1.8544956445694,0.617612719535828,0.382933616638184,0.413380473852158,0.309691846370697,125.660743713379,4.83358573913574,2.13719320297241,24,1,1
"87",87,459248,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,65,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,400,300,700,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,21,1,1
"88",88,459242,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,80,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,500,500,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,3,1,1
"89",89,448466,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,91,91,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,4,4,1,1,45,6,1,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,0,1,1000,0,1000,"Travnik",91,3,79.9100952148438,1.8544956445694,0.617612719535828,0.382933616638184,0.413380473852158,0.309691846370697,125.660743713379,4.83358573913574,2.13719320297241,16,1,1
"90",90,463833,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,2,0,2,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,67,5,0,2,1,0,2,NA,NA,NA,NA,1,NA,10,1,4,1,1,0,0,0,0,500,500,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,22,1,1
"91",91,456680,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,2,0,2,3,3,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,NA,NA,1,0,83,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,NA,1,1000,0,1000,"Bihac",3,3,62.93505859375,2.21257710456848,0.794157922267914,0.557977497577667,0.598700702190399,0.148697331547737,102.808135986328,4.63286447525024,1.52830398082733,6,1,1
"92",92,465456,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,2,0,2,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,0,36,6,1,2,1,1,3,2,0,1,0,1,NA,10,1,4,0,0,NA,NA,0,0,500,500,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,12,1,1
"93",93,456630,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,44,3,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,900,50,950,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,16,1,1
"94",94,460023,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,9,9,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,NA,NA,NA,0,0,66,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,NA,NA,0,0,500,500,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,21,1,1
"95",95,460034,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,50,50,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,2,2,2,0,1,50,3,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,NA,NA,0,-600,800,200,"Tuzla",50,3,51.9989204406738,1.02493584156036,0.0246299766004086,0.397412896156311,0.39727771282196,0.154497846961021,434.382843017578,6.07392644882202,1.2543877363205,18,1,1
"96",96,446183,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,91,91,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,1,59,6,1,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,3,3,1,0,0,0,1,1000,0,1000,"Travnik",91,3,79.9100952148438,1.8544956445694,0.617612719535828,0.382933616638184,0.413380473852158,0.309691846370697,125.660743713379,4.83358573913574,2.13719320297241,20,1,1
"97",97,450585,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,35,6,0,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,NA,NA,0,0,500,500,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,11,1,1
"98",98,460278,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,0,69,6,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0,0,NA,NA,0,0,500,500,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,23,1,1
"99",99,446108,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,44,3,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,15,1,1
"100",100,450593,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,66,3,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,21,1,1
"101",101,446107,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,NA,NA,NA,0,1,67,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,21,1,1
"102",102,459493,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,1,NA,NA,NA,0,1,30,6,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,9,1,1
"103",103,463610,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,2,3,1,1,37,9,1,2,0,1,2,2,0,0,NA,1,9,5,2,4.25,0,0,4,6,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1
"104",104,462265,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,2,3,1,0,32,9,1,2,1,1,4,3,1,0,1,4,9,6,2,5.25,0,0,1,4,0,-1000,1000,0,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,11,1,1
"105",105,452337,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,136,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,58,6,0,2,1,1,3,3,1,0,1,3,9,10,2,6,0,1,2,2,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,19,1,1
"106",106,460624,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,4,0,0,31,9,0,2,1,0,3,3,1,0,1,3,8,7,3,5.25,0,0,3,4,1,1000,0,1000,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,11,1,1
"107",107,460158,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,4,0,0,19,5,0,3,1,1,4,3,1,0,1,4,8,9,3,6,0,0,0,3,0,0,500,500,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,1,1,1
"108",108,460335,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,4,0,1,34,9,0,3,0,0,2,4,1,0,1,3,8,7,2,5,0,0,2,2,0,0,500,500,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,11,1,1
"109",109,460786,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,NA,NA,NA,0,0,55,5,0,3,0,1,3,1,0,1,0,3,8,6,4,5.25,0,0,0,0,1,1000,0,1000,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,17,1,1
"110",110,460202,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,1,1,1,49,8,0,3,1,1,4,3,1,0,1,4,8,10,3,6.25,0,0,0,0,0,0,500,500,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,15,1,1
"111",111,446109,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,2,2,2,0,0,41,6,1,NA,1,1,1,1,0,1,0,4,8,10,1,5.75,0,0,0,10,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,13,1,1
"112",112,462270,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,3,2,1,1,68,5,0,2,1,1,1,1,0,1,0,1,8,8,3,5,0,0,1,3,0,-400,700,300,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,21,1,1
"113",113,462271,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,3,2,1,0,34,7,1,2,1,1,4,4,1,0,1,3,8,8,2,5.25,0,0,1,0,0,0,500,500,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,11,1,1
"114",114,450708,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,74,74,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,1,1,1,0,0,28,6,1,2,1,1,4,4,1,0,1,2,8,10,3,5.75,0,1,10,0,0,-1000,1000,0,"Teslic",74,3,93.2241363525391,1.17118322849274,0.158014535903931,0.456484973430634,0.190530076622963,0.462922245264053,70.7494125366211,4.25914430618286,4.28375720977783,10,1,1
"115",115,460469,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,136,0,0,0,0,0,0,1,2,0,0,5,0,0,0,1,0,2,2,2,0,1,65,9,0,2,1,1,3,3,1,0,1,3,8,9,3,5.75,0,1,0,0,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,21,1,1
"116",116,460673,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,34,34,0,0,0,0,0,0,4,0,1,3,0,0,1,0,0,4,4,1,1,0,44,6,0,3,1,1,4,3,0,0,NA,3,8,4,3,4.5,1,0,5,5,0,0,500,500,"Banja Luka",34,3,92.940544128418,0.919812738895416,-0.0835851430892944,0.461521625518799,0.147138878703117,0.460945427417755,157.943496704102,5.06223726272583,5.15759468078613,15,1,1
